delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.1,400,unexp,213,9,17,space,0.4731374999973923,None,500,1,[2.328534899977967],[2.328550999984145],17,9,213,0,1071.727684100042,,1071.7174950999906,1071.727684100042,1072.728643600014,1072.728643600014,1072.728643600014,1073.2131073999917,space,0.4731374999973923,None,1073.214657500037,1073.32829086675,1073.6351960999891,1073.6245080999797,1073.6251557000214,1073.6351960999891,1073.6351960999891,1073.6351960999891,1075.964274100028,500,1,[2.328534899977967],[2.328550999984145],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,214,10,17,space,0.35381890006829053,None,500,1,[2.142434399924241],[2.1424463998991996],17,10,214,10,1075.9782408999745,,1075.9646262000315,1075.9782408999745,1076.9781410000287,1076.9781410000287,1076.9781410000287,1077.3463358000154,space,0.35381890006829053,None,1077.3483623000793,1077.761552366723,1078.0708502000198,1078.0586743000895,1078.0591945999768,1078.0708502000198,1078.0708502000198,1078.0708502000198,1080.21405160008,500,1,[2.142434399924241],[2.1424463998991996],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,215,11,17,space,0.42000679997727275,None,300,1,[2.8601512000896037],[2.8601798000745475],17,11,215,6,1080.2282560999738,,1080.2143514000345,1080.2282560999738,1081.2286750000203,1081.2286750000203,1081.2286750000203,1081.6624364000745,space,0.42000679997727275,None,1081.6638016999932,1081.7784768667227,1082.0873948000371,1082.077169300057,1082.0777814000612,1082.0873948000371,1082.0873948000371,1082.0873948000371,1084.9490219000727,300,1,[2.8601512000896037],[2.8601798000745475],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,216,0,18,space,0.4119959999807179,None,800,1,[2.1812422000803053],[2.181253300048411],18,0,216,11,1084.9608002000023,,1084.9495161999948,1084.9608002000023,1085.9620328000747,1085.9620328000747,1085.9620328000747,1086.3798312,space,0.4119959999807179,None,1086.3809792000102,1087.0956452666471,1087.3996727999765,1087.3886827999959,1087.3892065000255,1087.3996727999765,1087.3996727999765,1087.3996727999765,1089.5812554000877,800,1,[2.1812422000803053],[2.181253300048411],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,217,1,18,space,0.49131900002248585,None,200,1,[2.6118022999726236],[2.611819399986416],18,1,217,9,1089.5950860000448,,1089.5815421000589,1089.5950860000448,1090.595411800081,1090.595411800081,1090.595411800081,1091.0965852000518,space,0.49131900002248585,None,1091.0978590000886,1091.2112042667034,1091.5173832,1091.5071647000732,1091.507640899974,1091.5173832,1091.5173832,1091.5173832,1094.1295977000846,200,1,[2.6118022999726236],[2.611819399986416],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,218,2,18,space,0.32601489999797195,None,500,1,[2.0935386000201106],[2.093550599995069],18,2,218,7,1094.1453894000733,,1094.1298912999919,1094.1453894000733,1095.128826500033,1095.128826500033,1095.1452495000558,1095.4628757999744,space,0.32601489999797195,None,1095.4639718000544,1095.8622201666624,1096.1688992000418,1096.1584621000802,1096.1589493000647,1096.1688992000418,1096.1688992000418,1096.1688992000418,1098.2627168999752,500,1,[2.0935386000201106],[2.093550599995069],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,400,unexp,219,3,18,space,0.8083166000433266,None,750,1,[3.2256820999318734],[3.225694900029339],18,3,219,2,1098.277851400082,,1098.2629975000164,1098.277851400082,1099.2617580000078,1099.2617580000078,1099.2787766000256,1100.0792862999951,space,0.8083166000433266,None,1100.0806125000818,1100.7788616667424,1101.0888838000828,1101.0786427999847,1101.0792548999889,1101.0888838000828,1101.0888838000828,1101.0888838000828,1104.314959099982,750,1,[3.2256820999318734],[3.225694900029339],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,220,4,18,space,0.3809612999903038,None,800,1,[2.542712999973446],[2.5427236000541598],18,4,220,8,1104.3286354000447,,1104.3152673000004,1104.3286354000447,1105.3286657000426,1105.3286657000426,1105.3286657000426,1105.712528700009,space,0.3809612999903038,None,1105.713482100051,1106.411973466693,1106.7196252000285,1106.7073019000236,1106.7078523000237,1106.7196252000285,1106.7196252000285,1106.7196252000285,1109.2626381000737,800,1,[2.542712999973446],[2.5427236000541598],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,221,5,18,space,1.674076099996455,None,300,1,[2.3612662999657914],[2.361284799990244],18,5,221,6,1109.2785292000044,,1109.2628776000347,1109.2785292000044,1110.2620883000782,1110.2620883000782,1110.2784206999931,1111.946638500085,space,1.674076099996455,None,1111.94789020007,1112.061801166685,1112.3676657000324,1112.356974299997,1112.3574257000582,1112.3676657000324,1112.3676657000324,1112.3676657000324,1114.7293654000387,300,1,[2.3612662999657914],[2.361284799990244],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,222,6,18,space,0.7261534999124706,None,450,1,[2.675730300019495],[2.675741199986078],18,6,222,10,1114.74529240001,,1114.729637100012,1114.74529240001,1115.728501399979,1115.728501399979,1115.7457221000222,1116.4625927000307,space,0.7261534999124706,None,1116.4636161000235,1116.8617714667382,1117.1707138000056,1117.1594120999798,1117.160597100039,1117.1707138000056,1117.1707138000056,1117.1707138000056,1119.8468560000183,450,1,[2.675730300019495],[2.675741199986078],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,400,unexp,223,7,18,space,0.4153677000431344,None,200,1,[2.2247134000062943],[2.224732600036077],18,7,223,0,1119.8616335000843,,1119.847263499978,1119.8616335000843,1120.8617844000692,1120.8617844000692,1120.8617844000692,1121.2792750999797,space,0.4153677000431344,None,1121.2801643999992,1121.378782066695,1121.68984310003,1121.6802005000645,1121.6806895000627,1121.68984310003,1121.68984310003,1121.68984310003,1123.915160399978,200,1,[2.2247134000062943],[2.224732600036077],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,400,unexp,224,8,18,space,0.37996140005998313,None,100,1,[2.9039417000021785],[2.9039552999893203],18,8,224,1,1123.927862700075,,1123.9156692000106,1123.927862700075,1124.9286788000027,1124.9286788000027,1124.9286788000027,1125.3122778000543,space,0.37996140005998313,None,1125.3131579000037,1125.7122782667323,1126.026935000089,1126.0054289000109,1126.0060224999906,1126.026935000089,1126.026935000089,1126.026935000089,1128.9312849000562,100,1,[2.9039417000021785],[2.9039552999893203],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,225,9,18,space,0.1975455000065267,None,300,1,[2.3776751999976113],[2.377690099994652],18,9,225,4,1128.945211000042,,1128.9316095000831,1128.945211000042,1129.9452355999965,1129.9452355999965,1129.9452355999965,1130.1458894000389,space,0.1975455000065267,None,1130.1468054000288,1130.5614950666825,1130.8672781999921,1130.8559174999828,1130.856450600084,1130.8672781999921,1130.8672781999921,1130.8672781999921,1133.2454017000273,300,1,[2.3776751999976113],[2.377690099994652],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,226,10,18,space,0.48858479992486537,None,700,1,[2.770561399986036],[2.770572099951096],18,10,226,5,1133.2616031999933,,1133.2457352000056,1133.2616031999933,1134.2455907000694,1134.2455907000694,1134.2619638000615,1134.7455574000487,space,0.48858479992486537,None,1134.7463255000766,1135.4452839666667,1135.7583103000652,1135.7482186000561,1135.7487668000394,1135.7583103000652,1135.7583103000652,1135.7583103000652,1138.529171000002,700,1,[2.770561399986036],[2.770572099951096],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,227,11,18,space,0.4366400999715552,None,400,1,[2.8952118000015616],[2.8952204999513924],18,11,227,3,1138.545628300053,,1138.5294100000756,1138.545628300053,1139.5455854000757,1139.5455854000757,1139.5455854000757,1139.9967880999902,space,0.4366400999715552,None,1139.9979624000844,1140.1118987666598,1140.4170214000624,1140.4060139000649,1140.4065961000742,1140.4170214000624,1140.4170214000624,1140.4170214000624,1143.312526700087,400,1,[2.8952118000015616],[2.8952204999513924],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,228,0,19,space,0.4084748999448493,None,750,1,[2.7954657999798656],[2.795477500068955],19,0,228,5,1143.3286160000134,,1143.312804199988,1143.3286160000134,1144.3119966000086,1144.3119966000086,1144.3286525000585,1144.7293684000615,space,0.4084748999448493,None,1144.7304011000087,1145.4288656666797,1145.734525399981,1145.7247800000478,1145.7254324000096,1145.734525399981,1145.734525399981,1145.734525399981,1148.5304134000326,750,1,[2.7954657999798656],[2.795477500068955],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,400,unexp,229,1,19,space,0.4657172999577597,None,700,1,[4.011311899987049],[4.011324800085276],19,1,229,2,1148.5448998999782,,1148.5308176000835,1148.5448998999782,1149.5451224000426,1149.5451224000426,1149.5451224000426,1150.0123465000652,space,0.4657172999577597,None,1150.0133729000809,1150.7115058666716,1151.0190510000102,1151.0088885000441,1151.0094707000535,1151.0190510000102,1151.0190510000102,1151.0190510000102,1155.0307256000815,700,1,[4.011311899987049],[4.011324800085276],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,230,2,19,space,0.40498639992438257,None,500,1,[2.4108184999786317],[2.4108307999558747],19,2,230,10,1155.0450931000523,,1155.0310200999957,1155.0450931000523,1156.0452371999854,1156.0452371999854,1156.0452371999854,1156.4636101999786,space,0.40498639992438257,None,1156.4650995000266,1156.8786651667363,1157.1867745000636,1157.174866400077,1157.175488100038,1157.1867745000636,1157.1867745000636,1157.1867745000636,1159.5979816999752,500,1,[2.4108184999786317],[2.4108307999558747],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,231,3,19,space,0.32287120004184544,None,650,1,[2.8770627999911085],[2.877077699988149],19,3,231,7,1159.6116642000852,,1159.5982890999876,1159.6116642000852,1160.6119543000823,1160.6119543000823,1160.6119543000823,1160.9461795000825,space,0.32287120004184544,None,1160.947080400074,1161.3618185667476,1161.669715899974,1161.6604172000661,1161.6609182000393,1161.669715899974,1161.669715899974,1161.669715899974,1164.5473448000848,650,1,[2.8770627999911085],[2.877077699988149],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,400,unexp,232,4,19,space,0.47729009995236993,None,300,1,[2.5517379000084475],[2.5517493000952527],19,4,232,1,1164.5616569999838,,1164.547742200084,1164.5616569999838,1165.5619505000068,1165.5619505000068,1165.5619505000068,1166.0460405000485,space,0.47729009995236993,None,1166.0469616000773,1166.4451676667125,1166.7605642999988,1166.747229599976,1166.7479325999739,1166.7605642999988,1166.7605642999988,1166.7605642999988,1169.3126195999794,300,1,[2.5517379000084475],[2.5517493000952527],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,233,5,19,space,0.4166694999439642,None,600,1,[3.1605980000458658],[3.1606784999603406],19,5,233,3,1169.3284413000802,,1169.312920800061,1169.3284413000802,1170.312120800023,1170.312120800023,1170.3285793000832,1170.7301953000715,space,0.4166694999439642,None,1170.7316515999846,1170.8451555666436,1171.168318400043,1171.1487471000291,1171.1491676000878,1171.168318400043,1171.168318400043,1171.168318400043,1174.3295569000766,600,1,[3.1605980000458658],[3.1606784999603406],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,234,6,19,space,3.182731100008823,None,200,1,[2.4712598000187427],[2.4712688999716192],19,6,234,9,1174.3448472999735,,1174.3299047000473,1174.3448472999735,1175.3444308000617,1175.3444308000617,1175.3444308000617,1178.5287716999883,space,3.182731100008823,None,1178.5296586999903,1178.628500166644,1178.9407199000707,1178.928824700066,1178.929523800034,1178.9407199000707,1178.9407199000707,1178.9407199000707,1181.4122721999884,200,1,[2.4712598000187427],[2.4712688999716192],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,400,unexp,235,7,19,space,0.43448569998145103,None,300,1,[2.2212823999579996],[2.2212904000189155],19,7,235,0,1181.4285697999876,,1181.412535200012,1181.4285697999876,1182.412375300075,1182.412375300075,1182.4290613000048,1182.8477962000761,space,0.43448569998145103,None,1182.8488595000235,1182.9616796667144,1183.2740664000157,1183.2651054000016,1183.2655383000383,1183.2740664000157,1183.2740664000157,1183.2740664000157,1185.495779399993,300,1,[2.2212823999579996],[2.2212904000189155],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,236,8,19,space,0.3414034000597894,None,400,1,[3.277885999996215],[3.2778959000715986],19,8,236,6,1185.5115360000636,,1185.4960433000233,1185.5115360000636,1186.4956643000478,1186.4956643000478,1186.5118629999924,1186.8460472000297,space,0.3414034000597894,None,1186.8477850999916,1186.9616238667552,1187.267731799977,1187.2553289000643,1187.2559917999897,1187.267731799977,1187.267731799977,1187.267731799977,1190.5459240999771,400,1,[3.277885999996215],[3.2778959000715986],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,237,9,19,space,1.2565931999124587,None,600,1,[2.271121999947354],[2.2711341000394896],19,9,237,8,1190.561583200004,,1190.546190700028,1190.561583200004,1191.561539300019,1191.561539300019,1191.561539300019,1192.8297963000368,space,1.2565931999124587,None,1192.831531099975,1193.5448445666736,1193.8578897999832,1193.8464966000756,1193.847436400014,1193.8578897999832,1193.8578897999832,1193.8578897999832,1196.1293389999773,600,1,[2.271121999947354],[2.2711341000394896],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,238,10,19,space,0.5516976000508294,None,600,1,[2.9217197000980377],[2.921735200099647],19,10,238,4,1196.1453365000198,,1196.1296200000215,1196.1453365000198,1197.1451901000692,1197.1451901000692,1197.1451901000692,1197.7126188999973,space,0.5516976000508294,None,1197.7142248000018,1198.1122834666787,1198.4240099000745,1198.4149118000641,1198.4153739999747,1198.4240099000745,1198.4240099000745,1198.4240099000745,1201.346201300039,600,1,[2.9217197000980377],[2.921735200099647],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,239,11,19,space,0.4895602000178769,None,800,1,[2.0292368000373244],[2.0292502000229433],19,11,239,11,1201.3618742000544,,1201.3466048000846,1201.3618742000544,1202.3613629000029,1202.3613629000029,1202.3613629000029,1202.8627528999932,space,0.4895602000178769,None,1202.8639720000792,1203.5782512666813,1203.88708330004,1203.8768773999764,1203.8775366999907,1203.88708330004,1203.88708330004,1203.88708330004,1205.9167036000872,800,1,[2.0292368000373244],[2.0292502000229433],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,400,unexp,240,0,20,space,0.45940509997308254,None,600,1,[2.3751628999598324],[2.3751747000496835],20,0,240,1,1205.928065199987,,1205.9170236000791,1205.928065199987,1206.9287269000197,1206.9287269000197,1206.9287269000197,1207.3963522000704,space,0.45940509997308254,None,1207.39745769999,1207.8120202667235,1208.1205141000682,1208.11063260003,1208.1111973000225,1208.1205141000682,1208.1205141000682,1208.1205141000682,1210.4960209000856,600,1,[2.3751628999598324],[2.3751747000496835],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,241,1,20,space,0.7660788000794128,None,700,1,[2.8849128000438213],[2.884923700010404],20,1,241,10,1210.5121590000344,,1210.4963232000591,1210.5121590000344,1211.4956759000197,1211.4956759000197,1211.5121474000625,1212.262655000086,space,0.7660788000794128,None,1212.2638720000396,1212.6623696666832,1212.9790844999952,1212.9625720999902,1212.9630486000096,1212.9790844999952,1212.9790844999952,1212.9790844999952,1215.864324000082,700,1,[2.8849128000438213],[2.884923700010404],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,400,unexp,242,2,20,space,0.2665948000503704,None,500,1,[2.443271700059995],[2.443287300062366],20,2,242,0,1215.8785183000145,,1215.864552400075,1215.8785183000145,1216.8786697000032,1216.8786697000032,1216.8786697000032,1217.1620170000242,space,0.2665948000503704,None,1217.163092300063,1217.2619258666566,1217.5690247000894,1217.558225600049,1217.5587703000056,1217.5690247000894,1217.5690247000894,1217.5690247000894,1220.0126510000555,500,1,[2.443271700059995],[2.443287300062366],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,243,3,20,space,0.32099299994297326,None,750,1,[2.4611946999793872],[2.461206400068477],20,3,243,8,1220.0285958000459,,1220.0129290000768,1220.0285958000459,1221.0284143000608,1221.0284143000608,1221.0284143000608,1221.3635161999846,space,0.32099299994297326,None,1221.3648796000052,1222.0782993666983,1222.3845744000282,1222.3755428000586,1222.3758896000218,1222.3845744000282,1222.3845744000282,1222.3845744000282,1224.8463549000444,750,1,[2.4611946999793872],[2.461206400068477],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,244,4,20,space,0.4765704000601545,None,800,1,[2.6969853000482544],[2.6969967000186443],20,4,244,4,1224.8621700999793,,1224.846743299975,1224.8621700999793,1225.8620844000252,1225.8620844000252,1225.8620844000252,1226.3458678000607,space,0.4765704000601545,None,1226.346673800028,1226.761626966709,1227.0661696000025,1227.0567370000063,1227.0571003999794,1227.0661696000025,1227.0661696000025,1227.0661696000025,1229.7649094000226,800,1,[2.6969853000482544],[2.6969967000186443],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,245,5,20,space,0.3068066999549046,None,900,1,[1.9637953999917954],[1.9638139000162482],20,5,245,11,1229.778178700013,,1229.7652456000214,1229.778178700013,1230.7786467000842,1230.7786467000842,1230.7786467000842,1231.0963330999948,space,0.3068066999549046,None,1231.0972166000865,1231.8116538667275,1232.1176396000665,1232.1061340000015,1232.1066099000163,1232.1176396000665,1232.1176396000665,1232.1176396000665,1234.081966000027,900,1,[1.9637953999917954],[1.9638139000162482],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,246,6,20,space,0.5976042000111192,None,600,1,[2.39232790004462],[2.3923428000416607],20,6,246,5,1234.0954654000234,,1234.0823887999868,1234.0954654000234,1235.0951244999887,1235.0951244999887,1235.0951244999887,1235.6958962000208,space,0.5976042000111192,None,1235.6971107000718,1236.4119990666552,1236.7213164999848,1236.710484500043,1236.7111849000212,1236.7213164999848,1236.7213164999848,1236.7213164999848,1239.1141707000788,600,1,[2.39232790004462],[2.3923428000416607],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,247,7,20,space,0.6694155000150204,None,300,1,[2.988359799957834],[2.988373399944976],20,7,247,9,1239.1283604999771,,1239.114539399976,1239.1283604999771,1240.128909500083,1240.128909500083,1240.128909500083,1240.8127424999839,space,0.6694155000150204,None,1240.8146145000355,1240.928579566713,1241.2409773999825,1241.2281279000454,1241.2287625999888,1241.2409773999825,1241.2409773999825,1241.2409773999825,1244.2297933000373,300,1,[2.988359799957834],[2.988373399944976],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,248,8,20,space,0.40446840005461127,None,400,1,[3.009022800019011],[3.0090347999939695],20,8,248,6,1244.2450559000717,,1244.2301210000878,1244.2450559000717,1245.2452137999935,1245.2452137999935,1245.2452137999935,1245.661572300014,space,0.40446840005461127,None,1245.662575500086,1245.761985366644,1246.070132700028,1246.058432299993,1246.05906400003,1246.070132700028,1246.070132700028,1246.070132700028,1249.0795623000013,400,1,[3.009022800019011],[3.0090347999939695],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,249,9,20,space,0.24652749998494983,None,500,1,[2.256018999963999],[2.2560303999343887],20,9,249,7,1249.0943621000042,,1249.0798738000449,1249.0943621000042,1250.0787921000738,1250.0787921000738,1250.0944369999925,1250.3294194000773,space,0.24652749998494983,None,1250.3307293000398,1250.7449571666696,1251.0562876000768,1251.0461453000316,1251.0466307000024,1251.0562876000768,1251.0562876000768,1251.0562876000768,1253.3126455000602,500,1,[2.256018999963999],[2.2560303999343887],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,400,unexp,250,10,20,space,0.48829999996814877,None,500,1,[2.9956976999528706],[2.995709100039676],20,10,250,2,1253.3286953000352,,1253.3129432999995,1253.3286953000352,1254.311995199998,1254.311995199998,1254.3288681000704,1254.8129569999874,space,0.48829999996814877,None,1254.8143524000188,1255.5121333667232,1255.817597300047,1255.806183299981,1255.8067982000066,1255.817597300047,1255.817597300047,1255.817597300047,1258.8140304000117,500,1,[2.9956976999528706],[2.995709100039676],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,251,11,20,space,0.38731439993716776,None,300,1,[2.175763899926096],[2.1757831999566406],20,11,251,3,1258.8283425000263,,1258.8143365000142,1258.8283425000263,1259.8288877999876,1259.8288877999876,1259.8288877999876,1260.229840300046,space,0.38731439993716776,None,1260.2309526000172,1260.3453680667483,1260.6528428000165,1260.6423424000386,1260.6427692000289,1260.6528428000165,1260.6528428000165,1260.6528428000165,1262.8292258000001,300,1,[2.175763899926096],[2.1757831999566406],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,252,0,21,space,0.41450800001621246,None,200,1,[1.961717400001362],[1.9617277999641374],21,0,252,9,1262.8450598000782,,1262.8295236000558,1262.8450598000782,1263.8280570000643,1263.8280570000643,1263.8449255999876,1264.246254800004,space,0.41450800001621246,None,1264.2471354000736,1264.3622967666636,1264.6679246000713,1264.6561031000456,1264.656831100001,1264.6679246000713,1264.6679246000713,1264.6679246000713,1266.630072100088,200,1,[1.961717400001362],[1.9617277999641374],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,253,1,21,space,0.03785329998936504,None,300,1,[2.085598799982108],[2.085612199967727],21,1,253,4,1266.6449429000495,,1266.6303754000692,1266.6449429000495,1267.644577600062,1267.644577600062,1267.644577600062,1267.6967948999954,space,0.03785329998936504,None,1267.6976314000785,1268.1120897667172,1268.426371300011,1268.4084689000156,1268.4093148000538,1268.426371300011,1268.426371300011,1268.426371300011,1270.5125584000489,300,1,[2.085598799982108],[2.085612199967727],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,254,2,21,space,0.2961064000846818,None,200,1,[2.1236117999069393],[2.1236233999952674],21,2,254,8,1270.5278719000053,,1270.5128462000284,1270.5278719000053,1271.5122327000136,1271.5122327000136,1271.5285444000037,1271.8119369000196,space,0.2961064000846818,None,1271.8128022000892,1272.5121145666965,1272.8221799000166,1272.8078945000889,1272.808580800076,1272.8221799000166,1272.8221799000166,1272.8221799000166,1274.9462023000233,200,1,[2.1236117999069393],[2.1236233999952674],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,255,3,21,space,0.28160200000274926,None,200,1,[2.243423300096765],[2.2434361000778154],21,3,255,3,1274.9611824000021,,1274.9464973000577,1274.9611824000021,1275.9457048000768,1275.9457048000768,1275.9624478999758,1276.228969900054,space,0.28160200000274926,None,1276.2297608000226,1276.3285331667323,1276.6370918999892,1276.6256510000676,1276.6262695000041,1276.6370918999892,1276.6370918999892,1276.6370918999892,1278.8809243000578,200,1,[2.243423300096765],[2.2434361000778154],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,400,unexp,256,4,21,space,0.366581599926576,None,400,1,[2.2916051999200135],[2.2916135999839753],21,4,256,2,1278.8948970000492,,1278.8812380000018,1278.8948970000492,1279.8955006999895,1279.8955006999895,1279.8955006999895,1280.2633867000695,space,0.366581599926576,None,1280.2650117999874,1280.978421066717,1281.2872729999945,1281.2773294000654,1281.2778777000494,1281.2872729999945,1281.2872729999945,1281.2872729999945,1283.5791676000226,400,1,[2.2916051999200135],[2.2916135999839753],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,257,5,21,space,0.16851580003276467,None,400,1,[2.9596066999947652],[2.9596196999773383],21,5,257,5,1283.5952652000124,,1283.5794566000113,1283.5952652000124,1284.5946261000354,1284.5946261000354,1284.5946261000354,1284.7639239000855,space,0.16851580003276467,None,1284.7651937999763,1285.4785244666894,1285.7871312000789,1285.7761858000886,1285.777337300009,1285.7871312000789,1285.7871312000789,1285.7871312000789,1288.7471565000014,400,1,[2.9596066999947652],[2.9596196999773383],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
