delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.7,1000,exp,96,0,8,space,0.4694850000087172,None,850,1,[2.5795869000721723],[2.5795997000532225],8,0,96,11,470.4783382000169,,470.4643170000054,470.4783382000169,471.4783819000004,471.4783819000004,471.4783819000004,471.9623212000588,space,0.4694850000087172,None,471.9629231999861,472.6616907667524,472.96692839998286,472.9572020000778,472.95759180001915,472.96692839998286,472.96692839998286,472.96692839998286,475.54689660004806,850,1,[2.5795869000721723],[2.5795997000532225],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,97,1,8,space,0.4172783000394702,None,700,1,[2.737782399985008],[2.737794899963774],8,1,97,8,475.564074599999,,475.5472044000635,475.564074599999,476.56174540007487,476.56174540007487,476.57821130007505,476.9955809999956,space,0.4172783000394702,None,476.99636170000304,477.69483006670293,478.0084390999982,477.99944030004553,477.99990910000633,478.0084390999982,478.0084390999982,478.0084390999982,480.7465959000401,700,1,[2.737782399985008],[2.737794899963774],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,98,2,8,space,0.8080736000556499,None,600,1,[4.156068200012669],[4.156079999986105],8,2,98,7,480.7616049000062,,480.74691220000386,480.7616049000062,481.7616437000688,481.7616437000688,481.7616437000688,482.5789963999996,space,0.8080736000556499,None,482.57980940002017,482.9782060667096,483.29042119998485,483.2790969000198,483.2797062000027,483.29042119998485,483.29042119998485,483.29042119998485,487.4469288000837,600,1,[4.156068200012669],[4.156079999986105],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,99,3,8,space,0.23995760001707822,None,250,1,[2.926028999965638],[2.9260371999116614],8,3,99,9,487.4616006000433,,487.4472502000863,487.4616006000433,488.46164810005575,488.46164810005575,488.46164810005575,488.71227450005244,space,0.23995760001707822,None,488.7129654000746,488.81154896674366,489.1196584000718,489.1077509999741,489.10823050001636,489.1196584000718,489.1196584000718,489.1196584000718,492.0459980000742,250,1,[2.926028999965638],[2.9260371999116614],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,100,4,8,space,0.2800612000282854,None,850,1,[2.9109924000222236],[2.911000399966724],8,4,100,5,492.0617028999841,,492.0462557000574,492.0617028999841,493.06115530000534,493.06115530000534,493.06115530000534,493.34547070006374,space,0.2800612000282854,None,493.34617030003574,494.044918166652,494.3518241000129,494.339311900083,494.33967979997396,494.3518241000129,494.3518241000129,494.3518241000129,497.26316129998304,850,1,[2.9109924000222236],[2.911000399966724],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,101,5,8,space,0.9046665999339893,None,180,1,[3.9894337999867275],[3.9894478000933304],8,5,101,6,497.2779199000215,,497.2634098000126,497.2779199000215,498.2782683999976,498.2782683999976,498.2782683999976,499.1954038999975,space,0.9046665999339893,None,499.1961803000886,499.29446966672936,499.6070607000729,499.59857460006606,499.5990120000206,499.6070607000729,499.6070607000729,499.6070607000729,503.59688770002685,180,1,[3.9894337999867275],[3.9894478000933304],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,400,unexp,102,6,8,space,0.28498550003860146,None,350,1,[2.462269000010565],[2.462281299987808],8,6,102,0,503.6116014000727,,503.5971823000582,503.6116014000727,504.61159270000644,504.61159270000644,504.61159270000644,504.9122259999858,space,0.28498550003860146,None,504.91306190006435,505.01147876674463,505.31755849998444,505.3068828000687,505.3072763000382,505.31755849998444,505.31755849998444,505.31755849998444,507.78029520006385,350,1,[2.462269000010565],[2.462281299987808],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,400,unexp,103,7,8,space,0.3819166000466794,None,900,1,[2.691736900014803],[2.6917471999768168],8,7,103,2,507.79498050000984,,507.7805947000161,507.79498050000984,508.7949843000388,508.7949843000388,508.7949843000388,509.1786718000658,space,0.3819166000466794,None,509.17948170006275,509.87825226673544,510.1876518999925,510.1780038999859,510.1785424000118,510.1876518999925,510.1876518999925,510.1876518999925,512.879687000066,900,1,[2.691736900014803],[2.6917471999768168],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,104,8,8,space,0.43071190000046045,None,500,1,[3.20883210003376],[3.2088487000437453],8,8,104,3,512.8949977000011,,512.8799058999866,512.8949977000011,513.8949481999734,513.8949481999734,513.8949481999734,514.328888899996,space,0.43071190000046045,None,514.3296737000346,514.4281256667493,514.7367544000736,514.728715699981,514.7292075000005,514.7367544000736,514.7367544000736,514.7367544000736,517.9460376000497,500,1,[3.20883210003376],[3.2088487000437453],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,105,9,8,space,0.6845073000295088,None,600,1,[2.1629555000690743],[2.1629652000265196],8,9,105,4,517.9615819000173,,517.9463784000836,517.9615819000173,518.9617153999861,518.9617153999861,518.9617153999861,519.6622464000247,space,0.6845073000295088,None,519.6631918000057,520.0614867667357,520.3661737000803,520.3550153999822,520.3554085000651,520.3661737000803,520.3661737000803,520.3661737000803,522.5298679000698,600,1,[2.1629555000690743],[2.1629652000265196],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,400,unexp,106,10,8,space,0.27981739991810173,None,360,1,[2.9437044999795035],[2.9437185000861064],8,10,106,1,522.5444970000535,,522.5302389999852,522.5444970000535,523.5448649000609,523.5448649000609,523.5448649000609,523.8289690000238,space,0.27981739991810173,None,523.829838900012,524.2281069666535,524.5348247999791,524.5268828000408,524.5272631000262,524.5348247999791,524.5348247999791,524.5348247999791,527.478981000022,360,1,[2.9437044999795035],[2.9437185000861064],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,107,11,8,space,0.5301628999877721,None,600,1,[2.59384639991913],[2.5938599999062717],8,11,107,10,527.4946812000126,,527.4793253000826,527.4946812000126,528.4784958000528,528.4784958000528,528.4959858000511,529.0124869000865,space,0.5301628999877721,None,529.0134652000852,529.4123584667143,529.7185574000468,529.7053215000778,529.705846900004,529.7185574000468,529.7185574000468,529.7185574000468,532.3128723000409,600,1,[2.59384639991913],[2.5938599999062717],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,400,unexp,108,0,9,space,0.8391454999800771,None,500,1,[4.093948199995793],[4.093959599966183],9,0,108,2,532.3279538999777,,532.3132116000634,532.3279538999777,533.3283403000096,533.3283403000096,533.3283403000096,534.178690000088,space,0.8391454999800771,None,534.1795253000455,534.8780818667185,535.1873728000792,535.1800498000812,535.1804122000467,535.1873728000792,535.1873728000792,535.1873728000792,539.282026299974,500,1,[4.093948199995793],[4.093959599966183],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,109,1,9,space,1.6003504000836983,None,300,1,[2.666924100019969],[2.666937500005588],9,1,109,3,539.2952463000547,,539.2824439000105,539.2952463000547,540.2952225999907,540.2952225999907,540.2952225999907,541.8983517000452,space,1.6003504000836983,None,541.8994217000436,542.012968966683,542.328975200071,542.3141377000138,542.3149926000042,542.328975200071,542.328975200071,542.328975200071,544.996360899997,300,1,[2.666924100019969],[2.666937500005588],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,110,2,9,space,1.7641718999948353,None,400,1,[2.617891200003214],[2.6179030999774113],9,2,110,7,545.011478499975,,544.9966435000533,545.011478499975,546.0119114000117,546.0119114000117,546.0119114000117,547.7792253000662,space,1.7641718999948353,None,547.780221400084,548.1785491667144,548.4937895999756,548.47639169998,548.4773437000113,548.4937895999756,548.4937895999756,548.4937895999756,551.1120717000449,400,1,[2.617891200003214],[2.6179030999774113],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,111,3,9,space,0.3876305000158027,None,500,1,[2.556987800053321],[2.5570016000419855],9,3,111,9,551.128207599977,,551.1123927000444,551.128207599977,552.1117370000575,552.1117370000575,552.128317499999,552.5130631000502,space,0.3876305000158027,None,552.514927100041,552.6288926667223,552.938797699986,552.9275420000777,552.9283474000404,552.938797699986,552.938797699986,552.938797699986,555.496257700026,500,1,[2.556987800053321],[2.5570016000419855],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,400,unexp,112,4,9,space,0.351699500111863,None,700,1,[2.1415443000150844],[2.141554999980144],9,4,112,1,555.5112496999791,,555.4966297000647,555.5112496999791,556.5115166000323,556.5115166000323,556.5115166000323,556.8785353000276,space,0.351699500111863,None,556.8793860999867,557.2781147666431,557.5880211000331,557.5779900000198,557.5784764999989,557.5880211000331,557.5880211000331,557.5880211000331,559.7299051000737,700,1,[2.1415443000150844],[2.141554999980144],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,113,5,9,space,0.35801640001591295,None,350,1,[2.7781251000706106],[2.7781385000562295],9,5,113,6,559.7447966000764,,559.7302277000854,559.7447966000764,560.7450290999841,560.7450290999841,560.7450290999841,561.1121785000432,space,0.35801640001591295,None,561.1128940000199,561.2278774666522,561.5349962000037,561.5250668000663,561.5254622000502,561.5349962000037,561.5349962000037,561.5349962000037,564.313558200025,350,1,[2.7781251000706106],[2.7781385000562295],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,114,6,9,space,0.535016099922359,None,500,1,[5.318834999925457],[5.318847699905746],9,6,114,11,564.3283337000757,,564.3138718000846,564.3283337000757,565.3280490000034,565.3280490000034,565.3280490000034,565.8791976000648,space,0.535016099922359,None,565.879798399983,566.5943933666606,566.8977250000462,566.8884633000707,566.888813800062,566.8977250000462,566.8977250000462,566.8977250000462,572.2170187000884,500,1,[5.318834999925457],[5.318847699905746],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,400,unexp,115,7,9,space,0.2802259000018239,None,200,1,[3.2600121001014486],[3.2600266000954434],9,7,115,0,572.2313710000599,,572.2172486999771,572.2313710000599,573.2315764999948,573.2315764999948,573.2315764999948,573.5149984000018,space,0.2802259000018239,None,573.5156052000821,573.6310569666714,573.9446283000289,573.9347954000114,573.935153300059,573.9446283000289,573.9446283000289,573.9446283000289,577.2050677000079,200,1,[3.2600121001014486],[3.2600266000954434],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,116,8,9,space,0.3103070999495685,None,300,1,[2.9792489000828937],[2.9792625000700355],9,8,116,8,577.2115468999837,,577.2053746000165,577.2115468999837,578.2116712999996,578.2116712999996,578.2116712999996,578.5281376000494,space,0.3103070999495685,None,578.5289720000001,579.2281559666774,579.5339509000769,579.5259561000858,579.5263743000105,579.5339509000769,579.5339509000769,579.5339509000769,582.513665299979,300,1,[2.9792489000828937],[2.9792625000700355],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,117,9,9,space,0.3900348999304697,None,400,1,[2.6781012000283226],[2.678117600036785],9,9,117,10,582.5282767000608,,582.5139869999839,582.5282767000608,583.5282616000623,583.5282616000623,583.5282616000623,583.9280687000137,space,0.3900348999304697,None,583.9287692999933,584.3281475667065,584.6345204000827,584.6259907999774,584.6265462000156,584.6345204000827,584.6345204000827,584.6345204000827,587.3131280000089,400,1,[2.6781012000283226],[2.678117600036785],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,118,10,9,space,0.3695257999934256,None,500,1,[2.5254815999651328],[2.5254915000405163],9,10,118,5,587.3280358000193,,587.3134640000062,587.3280358000193,588.3281678999774,588.3281678999774,588.3281678999774,588.7123178000329,space,0.3695257999934256,None,588.7129271000158,589.4280656666417,589.7368159000762,589.7291763999965,589.7295163000235,589.7368159000762,589.7368159000762,589.7368159000762,592.262634600047,500,1,[2.5254815999651328],[2.5254915000405163],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,119,11,9,space,0.5872462000697851,None,400,1,[2.98938869999256],[2.989396599936299],9,11,119,4,592.278646800085,,592.2629305000883,592.278646800085,593.2618548000464,593.2618548000464,593.2781256000744,593.8630210000556,space,0.5872462000697851,None,593.8647866999963,594.2786389666765,594.5895728999749,594.5794223999837,594.5800623000832,594.5895728999749,594.5895728999749,594.5895728999749,597.5792382999789,400,1,[2.98938869999256],[2.989396599936299],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,120,0,10,space,0.36824500001966953,None,100,1,[2.890516099985689],[2.890527500072494],10,0,120,3,597.595318900072,,597.5795196000254,597.595318900072,598.5787076000124,598.5787076000124,598.5957895000465,598.9628962000133,space,0.36824500001966953,None,598.9645799000282,599.0787162667295,599.3883196000243,599.3772134999745,599.3779357000021,599.3883196000243,599.3883196000243,599.3883196000243,602.2791584000224,100,1,[2.890516099985689],[2.890527500072494],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,400,unexp,121,1,10,space,0.29660699993837625,None,200,1,[4.042979000019841],[4.0429919000016525],10,1,121,2,602.2955174000235,,602.2794014000101,602.2955174000235,603.2787877999945,603.2787877999945,603.2953891999787,603.5796319000656,space,0.29660699993837625,None,603.5807902000379,604.2952268666743,604.6051669000881,604.5971664000535,604.5975294000236,604.6051669000881,604.6051669000881,604.6051669000881,608.6485508000478,200,1,[4.042979000019841],[4.0429919000016525],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,122,2,10,space,0.3339872999349609,None,100,1,[1.8615874000824988],[1.8616024000803009],10,2,122,6,608.661649000016,,608.6488996000262,608.661649000016,609.6619743000483,609.6619743000483,609.6619743000483,609.9967517000623,space,0.3339872999349609,None,609.9980169000337,610.1125446666886,610.4194880999858,610.4089323000517,610.4094408000819,610.4194880999858,610.4194880999858,610.4194880999858,612.2814720000606,100,1,[1.8615874000824988],[1.8616024000803009],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,400,unexp,123,3,10,space,1.208193099941127,None,500,1,[2.232777699944563],[2.232791299931705],10,3,123,1,612.2951570000732,,612.2817963000853,612.2951570000732,613.28121679998,613.28121679998,613.2981122999918,614.4994539000327,space,1.208193099941127,None,614.5003135000588,614.8992529666905,615.2637759000063,615.2451758000534,615.245743400068,615.2637759000063,615.2637759000063,615.2637759000063,617.4969730000012,500,1,[2.232777699944563],[2.232791299931705],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,124,4,10,space,0.46585969999432564,None,300,1,[2.1741243000142276],[2.1741428000386804],10,4,124,8,617.5114116000477,,617.4973072999856,617.5114116000477,618.5117473000428,618.5117473000428,618.5117473000428,618.9794192999834,space,0.46585969999432564,None,618.9806941000279,619.6785975667337,619.9903098000214,619.9792553000152,619.9798720000545,619.9903098000214,619.9903098000214,619.9903098000214,622.1649513000157,300,1,[2.1741243000142276],[2.1741428000386804],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,125,5,10,space,0.4694484000792727,None,900,1,[1.9429895000066608],[1.9430046000052243],10,5,125,5,622.178452400025,,622.1653595999815,622.178452400025,623.1788116000826,623.1788116000826,623.1788116000826,623.6634627000894,space,0.4694484000792727,None,623.6653795000166,624.3782586666678,624.6883432000177,624.6764935000101,624.6772651000647,624.6883432000177,624.6883432000177,624.6883432000177,626.6317938000429,900,1,[1.9429895000066608],[1.9430046000052243],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,126,6,10,space,0.4264239000622183,None,350,1,[2.810310099972412],[2.8103251999709755],10,6,126,7,626.6450720999856,,626.6323947000783,626.6450720999856,627.6450490000425,627.6450490000425,627.6450490000425,628.0788827000652,space,0.4264239000622183,None,628.0797414000845,628.4786739666636,628.7874827000778,628.7775725000538,628.7782561000204,628.7874827000778,628.7874827000778,628.7874827000778,631.5981979999924,350,1,[2.810310099972412],[2.8103251999709755],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,127,7,10,space,0.36503169999923557,None,350,1,[2.75742589996662],[2.75744419998955],10,7,127,9,631.6119756000116,,631.5985235000262,631.6119756000116,632.612384499982,632.612384499982,632.612384499982,632.9788154000416,space,0.36503169999923557,None,632.9797979000723,633.078190466684,633.3906606000382,633.3787193000317,633.3795922000427,633.3906606000382,633.3906606000382,633.3906606000382,636.148649699986,350,1,[2.75742589996662],[2.75744419998955],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,400,unexp,128,8,10,space,0.4286749999737367,None,100,1,[2.025923899956979],[2.0259343000361696],10,8,128,0,636.1616428000852,,636.1490967000136,636.1616428000852,637.1617676999886,637.1617676999886,637.1617676999886,637.5963066000259,space,0.4286749999737367,None,637.597378800041,637.712032166721,638.0202796000522,638.0079886000603,638.0087067000568,638.0202796000522,638.0202796000522,638.0202796000522,640.0465869000182,100,1,[2.025923899956979],[2.0259343000361696],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,129,9,10,space,0.639647200005129,None,550,1,[3.5729955000570044],[3.5730129999574274],10,9,129,4,640.061248300015,,640.0468769000145,640.061248300015,641.0617931000888,641.0617931000888,641.0617931000888,641.7131732000271,space,0.639647200005129,None,641.7145393000683,642.1279235666773,642.4405341000529,642.430603899993,642.4311694999924,642.4405341000529,642.4405341000529,642.4405341000529,646.0144759999821,550,1,[3.5729955000570044],[3.5730129999574274],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,130,10,10,space,0.3713526000501588,None,800,1,[2.4071822999976575],[2.407195399980992],10,10,130,10,646.0279351000208,,646.0148261000868,646.0279351000208,647.0286141000688,647.0286141000688,647.0286141000688,647.4125963000115,space,0.3713526000501588,None,647.4135742000071,647.811788766707,648.1218282000627,648.1107852000277,648.1114042000845,648.1218282000627,648.1218282000627,648.1218282000627,650.5293981999857,800,1,[2.4071822999976575],[2.407195399980992],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,131,11,10,space,0.2985717999981716,None,750,1,[2.6069171000272036],[2.606947400025092],10,11,131,11,650.5450412000064,,650.5297250000294,650.5450412000064,651.5451340000145,651.5451340000145,651.5451340000145,651.8452846000437,space,0.2985717999981716,None,651.8460677000694,652.5444424667551,652.8572732000612,652.8475034000585,652.8479470000602,652.8572732000612,652.8572732000612,652.8572732000612,655.4648811999941,750,1,[2.6069171000272036],[2.606947400025092],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,400,unexp,132,0,11,space,0.3178119999356568,None,250,1,[5.211959399981424],[5.211974399979226],11,0,132,0,655.4781508999877,,655.4651848999783,655.4781508999877,656.4783399000298,656.4783399000298,656.4783399000298,656.7969302000711,space,0.3178119999356568,None,656.7984016999835,656.9118167666641,657.2205100000137,657.2073147000046,657.2081185000716,657.2205100000137,657.2205100000137,657.2205100000137,662.4329348000465,250,1,[5.211959399981424],[5.211974399979226],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,133,1,11,space,0.3616365999914706,None,850,1,[2.3796006999909878],[2.37961639999412],11,1,133,11,662.4451154000126,,662.4332543000346,662.4451154000126,663.4449892999837,663.4449892999837,663.4449892999837,663.8121078000404,space,0.3616365999914706,None,663.812937400071,664.5112618667229,664.8177910000086,664.8061519999756,664.8066987000639,664.8177910000086,664.8177910000086,664.8177910000086,667.1977998000802,850,1,[2.3796006999909878],[2.37961639999412],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,134,2,11,space,0.38828820001799613,None,450,1,[3.1880933000938967],[3.1881031000521034],11,2,134,4,667.2116777000483,,667.1981328000547,667.2116777000483,668.2120490000816,668.2120490000816,668.2120490000816,668.612807800062,space,0.38828820001799613,None,668.6139823000412,669.0282418666795,669.3401772000361,669.329127300065,669.3296716000186,669.3401772000361,669.3401772000361,669.3401772000361,672.5286323999753,450,1,[3.1880933000938967],[3.1881031000521034],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,135,3,11,space,0.31569800002034754,None,200,1,[4.424567300011404],[4.424578699981794],11,3,135,6,672.5448293000227,,672.5289201000705,672.5448293000227,673.5290444000857,673.5290444000857,673.5451979000354,673.8461298000766,space,0.31569800002034754,None,673.8480440999847,673.9612956667008,674.2722262999741,674.2606914000353,674.2614820000017,674.2722262999741,674.2722262999741,674.2722262999741,678.697224500007,200,1,[4.424567300011404],[4.424578699981794],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,136,4,11,space,0.3118563999887556,None,100,1,[3.0399353000102565],[3.039949099998921],11,4,136,3,678.7117283000844,,678.6975538000697,678.7117283000844,679.7117739000823,679.7117739000823,679.7117739000823,680.0291722000111,space,0.3118563999887556,None,680.0300934000406,680.1449823666519,680.4577510000672,680.4469592000823,680.4475472000195,680.4577510000672,680.4577510000672,680.4577510000672,683.4980946000433,100,1,[3.0399353000102565],[3.039949099998921],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,400,unexp,137,5,11,space,0.2746388999512419,None,750,1,[2.4300782999489456],[2.430097999982536],11,5,137,1,683.5117641000543,,683.4984239999903,683.5117641000543,684.512063000002,684.512063000002,684.512063000002,684.7949994000373,space,0.2746388999512419,None,684.7961064000847,685.1953540667348,685.5004716999829,685.4887940000044,685.4892441000557,685.5004716999829,685.5004716999829,685.5004716999829,687.9312468999997,750,1,[2.4300782999489456],[2.430097999982536],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,138,6,11,space,0.33377110003493726,None,250,1,[2.87374519999139],[2.873759499983862],11,6,138,7,687.944208699977,,687.9318511000602,687.944208699977,688.9454118000576,688.9454118000576,688.9454118000576,689.2798451000126,space,0.33377110003493726,None,689.281210300047,689.694997066694,690.0053476999747,689.995124100009,689.9957024999894,690.0053476999747,690.0053476999747,690.0053476999747,692.8795170000521,250,1,[2.87374519999139],[2.873759499983862],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,400,unexp,139,7,11,space,0.34024199994746596,None,850,1,[2.4178329999558628],[2.417847599950619],11,7,139,2,692.8949428000487,,692.8798477000091,692.8949428000487,693.8785726000788,693.8785726000788,693.8952307000291,694.2305725000333,space,0.34024199994746596,None,694.2324390000431,694.9453434666541,695.262640699977,695.2470978000201,695.2480458000209,695.262640699977,695.262640699977,695.262640699977,697.6808864000486,850,1,[2.4178329999558628],[2.417847599950619],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,140,8,11,space,0.6761215999722481,None,900,1,[2.1733631000388414],[2.1733729999978095],11,8,140,8,697.6951865000883,,697.6812353000278,697.6951865000883,698.6951342000393,698.6951342000393,698.6951342000393,699.3794991000323,space,0.6761215999722481,None,699.3807071000338,700.078634366688,700.3901312000817,700.3786852000048,700.3793165000388,700.3901312000817,700.3901312000817,700.3901312000817,702.564014500007,900,1,[2.1733631000388414],[2.1733729999978095],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.4,1000,exp,141,9,11,space,0.4679811999667436,None,450,1,[3.992499600048177],[3.9925120000261813],11,9,141,10,702.5786654000403,,702.5646949000657,702.5786654000403,703.5786718000891,703.5786718000891,703.5786718000891,704.0620602000272,space,0.4679811999667436,None,704.0633569000056,704.4618066667501,704.7708303000545,704.7578049000585,704.7584670999786,704.7708303000545,704.7708303000545,704.7708303000545,708.7637681000633,450,1,[3.992499600048177],[3.9925120000261813],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.7,1000,exp,142,10,11,space,0.31288530002348125,None,850,1,[2.2164272000081837],[2.216447400045581],11,10,142,5,708.7782862000167,,708.7645345000783,708.7782862000167,709.7782097000163,709.7782097000163,709.7782097000163,710.0953708000015,space,0.31288530002348125,None,710.0963162999833,710.795512266752,711.11459500005,711.0960123999976,711.0968839999987,711.11459500005,711.11459500005,711.11459500005,713.3315728000598,850,1,[2.2164272000081837],[2.216447400045581],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
0.1,1000,exp,143,11,11,space,0.3815748000051826,None,150,1,[5.0264396000420675],[5.026453800033778],11,11,143,9,713.3450217000209,,713.3320526999887,713.3450217000209,714.3452044000151,714.3452044000151,714.3452044000151,714.7291810000315,space,0.3815748000051826,None,714.7301362000871,714.8287588667047,715.138013000018,715.1275941000786,715.128159700078,715.138013000018,715.138013000018,715.138013000018,720.1648946000496,150,1,[5.0264396000420675],[5.026453800033778],1,001,2025-11-13_16h28.09.951,untitled,,2025.1.1,59.89630754560734,2025-11-13 16h28.23.966103 +0530,
